location,region,realm,culture,faith,rank,source
me_land_8436,me_khand_region,KHA,me_variag,me_melkorism,place,"LOTR, Book V; † ENDORE plan 7"
me_land_8437,me_angmar_region,WILD,me_northern_orc,me_melkorism,wilderness,"LOTR, Appendix A"
me_land_8438,me_far_harad_region,HFA,me_far_haradrim,me_southron_ways,place,"LOTR, Book V; † ENDORE plan 7"
me_land_8439,me_rhun_region,RH2,me_karmachi,me_melkorism,place,"† ENDORE plan 7-8"
me_land_8440,me_brown_lands_region,WILD,me_woodman,me_northern_ways,wilderness,"LOTR map; † ENDORE plan 6.1"
me_land_8441,me_near_harad_region,HNE,me_near_haradrim,me_southron_ways,place,"† ENDORE plan 7-8"
me_land_8442,me_khand_region,KHA,me_variag,me_melkorism,place,"LOTR, Book V; † ENDORE plan 7"
me_land_8443,me_north_arnor_region,WILD,me_eriadoran,me_northern_ways,wilderness,"LOTR, Book I; † ENDORE plan 6.1"
me_land_8444,me_mirkwood_region,WOO,me_silvan,me_valar_worship,place,"The Hobbit, Ch. 9"
me_land_8445,me_angmar_region,WILD,me_northern_orc,me_melkorism,wilderness,"LOTR, Appendix A"
me_land_8446,me_mirkwood_region,DOL,me_mordor_orc,me_sauron_cult,place,"LOTR, Appendix B"
me_land_8447,me_lindon_region,LIN,me_sindar,me_valar_worship,place,"LOTR, Appendix B"
me_land_8448,me_forochel_region,WILD,me_lossoth,me_lossoth_ways,wilderness,"LOTR map and Appendix A"
me_land_8449,me_enedwaith_region,WILD,me_dunlending,me_dunland_ways,wilderness,"LOTR map; † ENDORE plan 6.1"
me_land_8450,me_anduin_vale_region,WDM,me_woodman,me_northern_ways,place,"Unfinished Tales"
me_land_8451,me_rhun_region,RHU,me_balchoth,me_sauron_cult,place,"LOTR, Appendix A; † ENDORE plan 8"
me_land_8452,me_rhun_region,RH2,me_karmachi,me_melkorism,place,"† ENDORE plan 7-8"
me_land_8453,me_enedwaith_region,DUN,me_dunlending,me_dunland_ways,place,"LOTR, Appendix A"
me_land_8454,me_khand_region,KHA,me_variag,me_melkorism,place,"LOTR, Book V; † ENDORE plan 7"
me_land_8455,me_northern_wastes_region,WILD,me_lossoth,me_lossoth_ways,wilderness,"† ENDORE plan 6-7"
me_land_8456,me_northern_wastes_region,WILD,me_lossoth,me_lossoth_ways,wilderness,"† ENDORE plan 6-7"
me_land_8457,me_far_harad_region,KHA,me_variag,me_melkorism,place,"LOTR, Book V; † ENDORE plan 7"
me_land_8458,me_brown_lands_region,WILD,me_woodman,me_northern_ways,wilderness,"LOTR map; † ENDORE plan 6.1"
me_land_8459,me_dale_region,DAL,me_dalish,me_northern_ways,place,"The Hobbit, Ch. 14"
me_land_8460,me_near_harad_region,UMB,me_umbarite,me_sauron_cult,place,"LOTR, Appendix A"
me_land_8461,me_brown_lands_region,WILD,me_woodman,me_northern_ways,wilderness,"LOTR map; † ENDORE plan 6.1"
me_land_8462,me_near_harad_region,HNE,me_near_haradrim,me_southron_ways,place,"† ENDORE plan 7-8"
me_land_8463,me_mordor_region,MOR,me_mordor_orc,me_sauron_cult,place,"LOTR, Books IV-VI"
me_land_8464,me_near_harad_region,HNE,me_near_haradrim,me_southron_ways,place,"† ENDORE plan 7-8"
me_land_8465,me_north_arnor_region,WILD,me_eriadoran,me_northern_ways,wilderness,"LOTR, Book I; † ENDORE plan 6.1"
me_land_8466,me_rhun_region,RH3,me_sagath,me_melkorism,place,"† ENDORE plan 7-8"
me_land_8467,me_dale_region,DAL,me_dalish,me_northern_ways,place,"The Hobbit, Ch. 14"
me_land_8468,me_northern_wastes_region,WILD,me_lossoth,me_lossoth_ways,wilderness,"† ENDORE plan 6-7"
me_land_8469,me_rhun_region,RHU,me_balchoth,me_sauron_cult,place,"LOTR, Appendix A; † ENDORE plan 8"
me_land_8470,me_mordor_region,MOR,me_mordor_orc,me_sauron_cult,place,"LOTR, Books IV-VI"
me_land_8471,me_enedwaith_region,WILD,me_dunlending,me_dunland_ways,wilderness,"LOTR map; † ENDORE plan 6.1"
me_land_8472,me_northern_wastes_region,WILD,me_lossoth,me_lossoth_ways,wilderness,"† ENDORE plan 6-7"
me_land_8473,me_ithilien_region,MOR,me_mordor_orc,me_sauron_cult,place,"LOTR, Books IV-VI"
me_land_8474,me_northern_wastes_region,WILD,me_lossoth,me_lossoth_ways,wilderness,"† ENDORE plan 6-7"
me_land_8475,me_brown_lands_region,WILD,me_woodman,me_northern_ways,wilderness,"LOTR map; † ENDORE plan 6.1"
me_land_8476,me_brown_lands_region,WILD,me_woodman,me_northern_ways,wilderness,"LOTR map; † ENDORE plan 6.1"
me_land_8477,me_lindon_region,LIN,me_sindar,me_valar_worship,place,"LOTR, Appendix B"
me_land_8478,me_rhun_region,RH3,me_sagath,me_melkorism,place,"† ENDORE plan 7-8"
me_land_8479,me_anduin_vale_region,MOA,me_misty_orc,me_melkorism,place,"LOTR, Book II"
me_land_8480,me_khand_region,KHA,me_variag,me_melkorism,place,"LOTR, Book V; † ENDORE plan 7"
me_land_8481,me_northern_wastes_region,WILD,me_lossoth,me_lossoth_ways,wilderness,"† ENDORE plan 6-7"
me_land_8482,me_mordor_region,MOR,me_mordor_orc,me_sauron_cult,place,"LOTR, Books IV-VI"
me_land_8483,me_ithilien_region,WILD,me_gondorian,me_valar_worship,wilderness,"LOTR map"
me_land_8484,me_near_harad_region,HNE,me_near_haradrim,me_southron_ways,place,"† ENDORE plan 7-8"
me_land_8485,me_mordor_region,MOR,me_mordor_orc,me_sauron_cult,place,"LOTR, Books IV-VI"
me_land_8486,me_northern_wastes_region,WILD,me_lossoth,me_lossoth_ways,wilderness,"† ENDORE plan 6-7"
me_land_8487,me_near_harad_region,HRA,me_near_haradrim,me_southron_ways,place,"† ENDORE plan 7-8"
me_land_8488,me_northern_wastes_region,WILD,me_lossoth,me_lossoth_ways,wilderness,"† ENDORE plan 6-7"
me_land_8489,me_mirkwood_region,WOO,me_silvan,me_valar_worship,place,"The Hobbit, Ch. 9"
me_land_8490,me_near_harad_region,HRA,me_near_haradrim,me_southron_ways,place,"† ENDORE plan 7-8"
me_land_8491,me_enedwaith_region,WILD,me_dunlending,me_dunland_ways,wilderness,"LOTR map; † ENDORE plan 6.1"
me_land_8492,me_rhun_region,RH2,me_karmachi,me_melkorism,place,"† ENDORE plan 7-8"
me_land_8493,me_lebennin_region,GON,me_gondorian,me_valar_worship,place,"LOTR, Appendix A"
me_land_8494,me_northern_wastes_region,WILD,me_lossoth,me_lossoth_ways,wilderness,"† ENDORE plan 6-7"
me_land_8495,me_forochel_region,LOS,me_lossoth,me_lossoth_ways,place,"LOTR, Appendix A"
me_land_8496,me_khand_region,KHA,me_variag,me_melkorism,place,"LOTR, Book V; † ENDORE plan 7"
me_land_8497,me_mirkwood_region,WDM,me_woodman,me_northern_ways,place,"Unfinished Tales"
me_land_8498,me_khand_region,KHA,me_variag,me_melkorism,place,"LOTR, Book V; † ENDORE plan 7"
me_land_8499,me_shire_breeland_region,SHI,me_shire_hobbit,me_northern_ways,place,"LOTR, Book I"
me_land_8500,me_angmar_region,WILD,me_northern_orc,me_melkorism,wilderness,"LOTR, Appendix A"
me_land_8501,me_near_harad_region,HNE,me_near_haradrim,me_southron_ways,place,"† ENDORE plan 7-8"
me_land_8502,me_belfalas_region,GON,me_gondorian,me_valar_worship,place,"LOTR, Appendix A"
me_land_8503,me_near_harad_region,UMB,me_umbarite,me_sauron_cult,place,"LOTR, Appendix A"
me_land_8504,me_khand_region,KHA,me_variag,me_melkorism,place,"LOTR, Book V; † ENDORE plan 7"
me_land_8505,me_rhun_region,RH2,me_karmachi,me_melkorism,place,"† ENDORE plan 7-8"
me_land_8506,me_northern_wastes_region,WILD,me_lossoth,me_lossoth_ways,wilderness,"† ENDORE plan 6-7"
me_land_8507,me_forochel_region,LOS,me_lossoth,me_lossoth_ways,place,"LOTR, Appendix A"
me_land_8508,me_far_harad_region,KHA,me_variag,me_melkorism,place,"LOTR, Book V; † ENDORE plan 7"
me_land_8509,me_rhun_region,RH2,me_karmachi,me_melkorism,place,"† ENDORE plan 7-8"
me_land_8510,me_northern_wastes_region,WILD,me_lossoth,me_lossoth_ways,wilderness,"† ENDORE plan 6-7"
me_land_8511,me_enedwaith_region,DUN,me_dunlending,me_dunland_ways,place,"LOTR, Appendix A"
me_land_8512,me_anduin_vale_region,WILD,me_woodman,me_northern_ways,wilderness,"The Hobbit; Unfinished Tales"
me_land_8513,me_mordor_region,MOR,me_mordor_orc,me_sauron_cult,place,"LOTR, Books IV-VI"
me_land_8514,me_khand_region,KHA,me_variag,me_melkorism,place,"LOTR, Book V; † ENDORE plan 7"
me_land_8515,me_south_gondor_region,GON,me_gondorian,me_valar_worship,place,"LOTR, Appendix A"
me_land_8516,me_near_harad_region,HNE,me_near_haradrim,me_southron_ways,place,"† ENDORE plan 7-8"
me_land_8517,me_rhun_region,RHU,me_balchoth,me_sauron_cult,place,"LOTR, Appendix A; † ENDORE plan 8"
me_land_8518,me_near_harad_region,HNE,me_near_haradrim,me_southron_ways,place,"† ENDORE plan 7-8"
me_land_8519,me_rohan_region,ROH,me_rohirric,me_northern_ways,place,"LOTR, Appendix A"
me_land_8520,me_north_arnor_region,WILD,me_eriadoran,me_northern_ways,wilderness,"LOTR, Book I; † ENDORE plan 6.1"
me_land_8521,me_south_gondor_region,GON,me_gondorian,me_valar_worship,place,"LOTR, Appendix A"
me_land_8522,me_mordor_region,MOR,me_mordor_orc,me_sauron_cult,place,"LOTR, Books IV-VI"
me_land_8523,me_near_harad_region,HNE,me_near_haradrim,me_southron_ways,place,"† ENDORE plan 7-8"
me_land_8524,me_north_arnor_region,WILD,me_eriadoran,me_northern_ways,wilderness,"LOTR, Book I; † ENDORE plan 6.1"
me_land_8525,me_near_harad_region,HRA,me_near_haradrim,me_southron_ways,place,"† ENDORE plan 7-8"
me_land_8526,me_brown_lands_region,WILD,me_woodman,me_northern_ways,wilderness,"LOTR map; † ENDORE plan 6.1"
me_land_8527,me_rhun_region,RHU,me_balchoth,me_sauron_cult,place,"LOTR, Appendix A; † ENDORE plan 8"
me_land_8528,me_rhun_region,RHU,me_balchoth,me_sauron_cult,place,"LOTR, Appendix A; † ENDORE plan 8"
me_land_8529,me_mordor_region,MOR,me_mordor_orc,me_sauron_cult,place,"LOTR, Books IV-VI"
me_land_8530,me_umbar_region,UMB,me_umbarite,me_sauron_cult,place,"LOTR, Appendix A"
me_land_8531,me_rhun_region,RH2,me_karmachi,me_melkorism,place,"† ENDORE plan 7-8"
me_land_8532,me_umbar_region,UMB,me_umbarite,me_sauron_cult,place,"LOTR, Appendix A"
me_land_8533,me_belfalas_region,GON,me_gondorian,me_valar_worship,place,"LOTR, Appendix A"
me_land_8534,me_anduin_vale_region,GOB,me_misty_orc,me_melkorism,place,"The Hobbit, Ch. 4"
me_land_8535,me_rhun_region,RH2,me_karmachi,me_melkorism,place,"† ENDORE plan 7-8"
me_land_8536,me_ithilien_region,MOR,me_mordor_orc,me_sauron_cult,place,"LOTR, Books IV-VI"
me_land_8537,me_rhun_region,RHU,me_balchoth,me_sauron_cult,place,"LOTR, Appendix A; † ENDORE plan 8"
me_land_8538,me_rhun_region,RHU,me_balchoth,me_sauron_cult,place,"LOTR, Appendix A; † ENDORE plan 8"
me_land_8539,me_belfalas_region,GON,me_gondorian,me_valar_worship,place,"LOTR, Appendix A"
me_land_8540,me_lindon_region,LIN,me_sindar,me_valar_worship,place,"LOTR, Appendix B"
me_land_8541,me_enedwaith_region,DUN,me_dunlending,me_dunland_ways,place,"LOTR, Appendix A"
me_land_8542,me_khand_region,KHA,me_variag,me_melkorism,place,"LOTR, Book V; † ENDORE plan 7"
me_land_8543,me_near_harad_region,HNE,me_near_haradrim,me_southron_ways,place,"† ENDORE plan 7-8"
me_land_8544,me_belfalas_region,DAM,me_dol_amrothian,me_valar_worship,place,"LOTR, Book V, Ch. 1"
me_land_8545,me_dale_region,DAL,me_dalish,me_northern_ways,place,"The Hobbit, Ch. 14"
me_land_8546,me_belfalas_region,GON,me_gondorian,me_valar_worship,place,"LOTR, Appendix A"
me_land_8547,me_enedwaith_region,WILD,me_dunlending,me_dunland_ways,wilderness,"LOTR map; † ENDORE plan 6.1"
me_land_8548,me_north_arnor_region,WILD,me_eriadoran,me_northern_ways,wilderness,"LOTR, Book I; † ENDORE plan 6.1"
me_land_8549,me_northern_wastes_region,WILD,me_lossoth,me_lossoth_ways,wilderness,"† ENDORE plan 6-7"
me_land_8550,me_rohan_region,ROH,me_rohirric,me_northern_ways,place,"LOTR, Appendix A"
me_land_8551,me_rhun_region,RHU,me_balchoth,me_sauron_cult,place,"LOTR, Appendix A; † ENDORE plan 8"
me_land_8552,me_near_harad_region,HNE,me_near_haradrim,me_southron_ways,place,"† ENDORE plan 7-8"
me_land_8553,me_mirkwood_region,WDM,me_woodman,me_northern_ways,place,"Unfinished Tales"
me_land_8554,me_mordor_region,MOR,me_mordor_orc,me_sauron_cult,place,"LOTR, Books IV-VI"
me_land_8555,me_near_harad_region,HNE,me_near_haradrim,me_southron_ways,place,"† ENDORE plan 7-8"
me_land_8556,me_mordor_region,MOR,me_mordor_orc,me_sauron_cult,place,"LOTR, Books IV-VI"
me_land_8557,me_rohan_region,ROH,me_rohirric,me_northern_ways,place,"LOTR, Appendix A"
me_land_8558,me_ithilien_region,MOR,me_mordor_orc,me_sauron_cult,place,"LOTR, Books IV-VI"
me_land_8559,me_rhun_region,RH3,me_sagath,me_melkorism,place,"† ENDORE plan 7-8"
me_land_8560,me_ithilien_region,WILD,me_gondorian,me_valar_worship,wilderness,"LOTR map"
me_land_8561,me_mirkwood_region,WOO,me_silvan,me_valar_worship,place,"The Hobbit, Ch. 9"
me_land_8562,me_lindon_region,LIN,me_sindar,me_valar_worship,place,"LOTR, Appendix B"
me_land_8563,me_lindon_region,LIN,me_sindar,me_valar_worship,place,"LOTR, Appendix B"
me_land_8564,me_belfalas_region,GON,me_gondorian,me_valar_worship,place,"LOTR, Appendix A"
me_land_8565,me_mirkwood_region,WOO,me_silvan,me_valar_worship,place,"The Hobbit, Ch. 9"
me_land_8566,me_rhun_region,RH2,me_karmachi,me_melkorism,place,"† ENDORE plan 7-8"
me_land_8567,me_northern_wastes_region,WILD,me_lossoth,me_lossoth_ways,wilderness,"† ENDORE plan 6-7"
me_land_8568,me_far_harad_region,HFA,me_far_haradrim,me_southron_ways,place,"LOTR, Book V; † ENDORE plan 7"
me_land_8569,me_rhun_region,RH2,me_karmachi,me_melkorism,place,"† ENDORE plan 7-8"
me_land_8570,me_northern_wastes_region,WILD,me_lossoth,me_lossoth_ways,wilderness,"† ENDORE plan 6-7"
me_land_8571,me_far_harad_region,KHA,me_variag,me_melkorism,place,"LOTR, Book V; † ENDORE plan 7"
me_land_8572,me_umbar_region,UMB,me_umbarite,me_sauron_cult,place,"LOTR, Appendix A"
me_land_8573,me_anorien_region,GON,me_gondorian,me_valar_worship,place,"LOTR, Appendix A"
me_land_8574,me_forochel_region,LOS,me_lossoth,me_lossoth_ways,place,"LOTR, Appendix A"
me_land_8575,me_lindon_region,LIN,me_sindar,me_valar_worship,place,"LOTR, Appendix B"
me_land_8576,me_rhun_region,RH2,me_karmachi,me_melkorism,place,"† ENDORE plan 7-8"
me_land_8577,me_anduin_vale_region,WILD,me_woodman,me_northern_ways,wilderness,"The Hobbit; Unfinished Tales"
me_land_8578,me_mordor_region,MOR,me_mordor_orc,me_sauron_cult,place,"LOTR, Books IV-VI"
me_land_8579,me_mirkwood_region,WOO,me_silvan,me_valar_worship,place,"The Hobbit, Ch. 9"
me_land_8580,me_northern_wastes_region,WILD,me_lossoth,me_lossoth_ways,wilderness,"† ENDORE plan 6-7"
me_land_8581,me_north_arnor_region,ANG,me_northern_orc,me_melkorism,place,"LOTR, Appendix A; † ENDORE plan 8"
me_land_8582,me_enedwaith_region,DUN,me_dunlending,me_dunland_ways,place,"LOTR, Appendix A"
me_land_8583,me_forochel_region,LOS,me_lossoth,me_lossoth_ways,place,"LOTR, Appendix A"
me_land_8584,me_angmar_region,GUN,me_northern_orc,me_melkorism,place,"LOTR, Appendix A"
me_land_8585,me_anduin_vale_region,WILD,me_woodman,me_northern_ways,wilderness,"The Hobbit; Unfinished Tales"
me_land_8586,me_brown_lands_region,WILD,me_woodman,me_northern_ways,wilderness,"LOTR map; † ENDORE plan 6.1"
me_land_8587,me_mordor_region,MOR,me_mordor_orc,me_sauron_cult,place,"LOTR, Books IV-VI"
me_land_8588,me_south_gondor_region,GON,me_gondorian,me_valar_worship,place,"LOTR, Appendix A"
me_land_8589,me_rhun_region,RH3,me_sagath,me_melkorism,place,"† ENDORE plan 7-8"
me_land_8590,me_mirkwood_region,WDM,me_woodman,me_northern_ways,place,"Unfinished Tales"
me_land_8591,me_khand_region,KHA,me_variag,me_melkorism,place,"LOTR, Book V; † ENDORE plan 7"
me_land_8592,me_mordor_region,MOR,me_mordor_orc,me_sauron_cult,place,"LOTR, Books IV-VI"
me_land_8593,me_ithilien_region,MOR,me_mordor_orc,me_sauron_cult,place,"LOTR, Books IV-VI"
me_land_8594,me_anduin_vale_region,WILD,me_woodman,me_northern_ways,wilderness,"The Hobbit; Unfinished Tales"
me_land_8595,me_far_harad_region,KHA,me_variag,me_melkorism,place,"LOTR, Book V; † ENDORE plan 7"
me_land_8596,me_shire_breeland_region,BRE,me_eriadoran,me_northern_ways,place,"LOTR, Book I, Ch. 9"
me_land_8597,me_umbar_region,UMB,me_umbarite,me_sauron_cult,place,"LOTR, Appendix A"
me_land_8598,me_mordor_region,MOR,me_mordor_orc,me_sauron_cult,place,"LOTR, Books IV-VI"
me_land_8599,me_mordor_region,MOR,me_mordor_orc,me_sauron_cult,place,"LOTR, Books IV-VI"
me_land_8600,me_north_arnor_region,ANG,me_northern_orc,me_melkorism,place,"LOTR, Appendix A; † ENDORE plan 8"
me_land_8601,me_enedwaith_region,DUN,me_dunlending,me_dunland_ways,place,"LOTR, Appendix A"
me_land_8602,me_near_harad_region,HNE,me_near_haradrim,me_southron_ways,place,"† ENDORE plan 7-8"
me_land_8603,me_mirkwood_region,WOO,me_silvan,me_valar_worship,place,"The Hobbit, Ch. 9"
me_land_8604,me_mirkwood_region,WOO,me_silvan,me_valar_worship,place,"The Hobbit, Ch. 9"
me_land_8605,me_northern_wastes_region,WILD,me_lossoth,me_lossoth_ways,wilderness,"† ENDORE plan 6-7"
me_land_8606,me_khand_region,KHA,me_variag,me_melkorism,place,"LOTR, Book V; † ENDORE plan 7"
me_land_8607,me_brown_lands_region,WILD,me_woodman,me_northern_ways,wilderness,"LOTR map; † ENDORE plan 6.1"
me_land_8608,me_south_gondor_region,GON,me_gondorian,me_valar_worship,place,"LOTR, Appendix A"
me_land_8609,me_ithilien_region,MOR,me_mordor_orc,me_sauron_cult,place,"LOTR, Books IV-VI"
me_land_8610,me_northern_wastes_region,WILD,me_lossoth,me_lossoth_ways,wilderness,"† ENDORE plan 6-7"
me_land_8611,me_mordor_region,MOR,me_mordor_orc,me_sauron_cult,place,"LOTR, Books IV-VI"
me_land_8612,me_rhun_region,RH2,me_karmachi,me_melkorism,place,"† ENDORE plan 7-8"
me_land_8613,me_anduin_vale_region,LOR,me_galadhrim,me_valar_worship,place,"LOTR, Book II, Ch. 6"
me_land_8614,me_rohan_region,ROH,me_rohirric,me_northern_ways,place,"LOTR, Appendix A"
me_land_8615,me_lindon_region,LIN,me_sindar,me_valar_worship,place,"LOTR, Appendix B"
me_land_8616,me_enedwaith_region,DUN,me_dunlending,me_dunland_ways,place,"LOTR, Appendix A"
me_land_8617,me_lebennin_region,GON,me_gondorian,me_valar_worship,place,"LOTR, Appendix A"
me_land_8618,me_ithilien_region,MOR,me_mordor_orc,me_sauron_cult,place,"LOTR, Books IV-VI"
me_land_8619,me_northern_wastes_region,WILD,me_lossoth,me_lossoth_ways,wilderness,"† ENDORE plan 6-7"
me_land_8620,me_mordor_region,MOR,me_mordor_orc,me_sauron_cult,place,"LOTR, Books IV-VI"
me_land_8621,me_khand_region,KHA,me_variag,me_melkorism,place,"LOTR, Book V; † ENDORE plan 7"
me_land_8622,me_near_harad_region,UMB,me_umbarite,me_sauron_cult,place,"LOTR, Appendix A"
me_land_8623,me_mordor_region,MOR,me_mordor_orc,me_sauron_cult,place,"LOTR, Books IV-VI"
me_land_8624,me_south_gondor_region,GON,me_gondorian,me_valar_worship,place,"LOTR, Appendix A"
me_land_8625,me_rhun_region,RH2,me_karmachi,me_melkorism,place,"† ENDORE plan 7-8"
me_land_8626,me_northern_wastes_region,WILD,me_lossoth,me_lossoth_ways,wilderness,"† ENDORE plan 6-7"
me_land_8627,me_northern_wastes_region,WILD,me_lossoth,me_lossoth_ways,wilderness,"† ENDORE plan 6-7"
me_land_8628,me_anduin_vale_region,BEO,me_beorning,me_northern_ways,place,"The Hobbit, Ch. 7"
me_land_8629,me_shire_breeland_region,SHI,me_shire_hobbit,me_northern_ways,place,"LOTR, Book I"
me_land_8630,me_near_harad_region,UMB,me_umbarite,me_sauron_cult,place,"LOTR, Appendix A"
me_land_8631,me_north_arnor_region,WILD,me_eriadoran,me_northern_ways,wilderness,"LOTR, Book I; † ENDORE plan 6.1"
me_land_8632,me_northern_wastes_region,WILD,me_lossoth,me_lossoth_ways,wilderness,"† ENDORE plan 6-7"
me_land_8633,me_rhun_region,RHU,me_balchoth,me_sauron_cult,place,"LOTR, Appendix A; † ENDORE plan 8"
me_land_8634,me_far_harad_region,HFA,me_far_haradrim,me_southron_ways,place,"LOTR, Book V; † ENDORE plan 7"
me_land_8635,me_angmar_region,WILD,me_northern_orc,me_melkorism,wilderness,"LOTR, Appendix A"
me_land_8636,me_rhun_region,RHU,me_balchoth,me_sauron_cult,place,"LOTR, Appendix A; † ENDORE plan 8"
me_land_8637,me_shire_breeland_region,WILD,me_eriadoran,me_northern_ways,wilderness,"LOTR, Book I"
me_land_8638,me_enedwaith_region,DUN,me_dunlending,me_dunland_ways,place,"LOTR, Appendix A"
me_land_8639,me_far_harad_region,KHA,me_variag,me_melkorism,place,"LOTR, Book V; † ENDORE plan 7"
me_land_8640,me_rhun_region,RHU,me_balchoth,me_sauron_cult,place,"LOTR, Appendix A; † ENDORE plan 8"
me_land_8641,me_belfalas_region,GON,me_gondorian,me_valar_worship,place,"LOTR, Appendix A"
me_land_8642,me_forochel_region,WILD,me_lossoth,me_lossoth_ways,wilderness,"LOTR map and Appendix A"
me_land_8643,me_rohan_region,FAN,me_onodrim,me_eldest_ways,place,"LOTR, Book III, Ch. 4"
me_land_8644,me_rhun_region,RHU,me_balchoth,me_sauron_cult,place,"LOTR, Appendix A; † ENDORE plan 8"
me_land_8645,me_khand_region,KHA,me_variag,me_melkorism,place,"LOTR, Book V; † ENDORE plan 7"
me_land_8646,me_northern_wastes_region,WILD,me_lossoth,me_lossoth_ways,wilderness,"† ENDORE plan 6-7"
me_land_8647,me_near_harad_region,HNE,me_near_haradrim,me_southron_ways,place,"† ENDORE plan 7-8"
me_land_8648,me_belfalas_region,GON,me_gondorian,me_valar_worship,place,"LOTR, Appendix A"
